name,symbol,market_cap,volume_24h,market_cap_ratio,volume_24h_ratio
Saber,SBR,0.0,312865.14603754,0.00,0.00
Zephyr Protocol,ZEPH,0.0,310856.8512267,0.00,0.00
Melos Studio,MELOS,0.0,308942.23804287,0.00,0.00
Jason Derulo,JASON,0.0,308297.32950769,0.00,0.00
WigoSwap,WIGO,0.0,305239.19263449,0.00,0.00
xDAI,xDAI,0.0,304808.17123533,0.00,0.00
NexQloud,NXQ,0.0,304098.89803988,0.00,0.00
Ink Finance,QUILL,0.0,304031.3341221,0.00,0.00
Any Inu,AI,0.0,303329.07321816,0.00,0.00
CRT AI Network,CRTAI,0.0,301872.4679794,0.00,0.00
SuperLauncher,LAUNCH,0.0,300003.90230167,0.00,0.00
PDX Coin,PDX,0.0,298983.14222646,0.00,0.00
Baked,BAKED,0.0,297715.22719714,0.00,0.00
RefundCoin,RFD,0.0,297254.82217971,0.00,0.00
HBC,HB,0.0,297034.30847137,0.00,0.00
Autonio,NIOX,0.0,296575.86126749,0.00,0.00
Gamer Arena,GAU,0.0,295299.77947782,0.00,0.00
Staked ICX,sICX,0.0,296053.72853225,0.00,0.00
Arbius,AIUS,0.0,296753.76738142,0.00,0.00
Vameon,VON,0.0,295161.83846055,0.00,0.00
CATEX,CATEX,0.0,294913.98402995,0.00,0.00
XDAG,XDAG,0.0,294535.71362333,0.00,0.00
Bitcoin Kuwait,BTCQ8,0.0,294154.80646677,0.00,0.00
AGIXBT by Virtuals,AGIXBT,0.0,293985.07650747,0.00,0.00
dogi,DOGI,0.0,293882.75577698,0.00,0.00
Limoverse,LIMO,0.0,293575.65497163,0.00,0.00
ParkCoin,KPK,0.0,292869.96458435,0.00,0.00
Ordiswap,ORDS,0.0,291833.7175193,0.00,0.00
FEAR NOT,FEARNOT,0.0,290863.49801853,0.00,0.00
HEX,HEX,0.0,290790.00273749,0.00,0.00
Red Siberian Husky,KOVU,0.0,290514.37951782,0.00,0.00
RoOLZ,GODL,0.0,290264.18705964,0.00,0.00
Academic Labs,AAX,0.0,288563.16762115,0.00,0.00
AImerica,UAI,0.0,288054.93405646,0.00,0.00
Stryke,SYK,0.0,287754.47388166,0.00,0.00
Bitcat,BITCAT,0.0,286968.11175918,0.00,0.00
KittyCake,KCAKE,0.0,286504.54582466,0.00,0.00
Kondux,KNDX,0.0,286427.32490232,0.00,0.00
SunWukong,SUNWUKONG,0.0,285972.01905281,0.00,0.00
zkLend,ZEND,0.0,282825.03531912,0.00,0.00
DOGE on Solana,SDOGE,0.0,284010.93233187,0.00,0.00
TRUMP,TRUMP,0.0,281174.21048195,0.00,0.00
Guacamole,GUAC,0.0,280670.59013411,0.00,0.00
1000x by Virtuals,1000X,0.0,280488.32520245,0.00,0.00
STON.fi,STON,0.0,279981.30977586,0.00,0.00
Railgun,RAIL,0.0,278934.48320874,0.00,0.00
MikeToken,MKT,0.0,278779.16072078,0.00,0.00
BTCs (Ordinals),BTCS,0.0,276765.86030228,0.00,0.00
C-cash,CCASH,0.0,276613.43775212,0.00,0.00
Medicle,MDI,0.0,275620.83203353,0.00,0.00
Luffy,LUFFY,0.0,273745.03852041,0.00,0.00
TendaCoin,TND,0.0,272940.61631785,0.00,0.00
JUSTICE FOR SUCHIR,SUCHIR,0.0,272583.80358593,0.00,0.00
Sparklife,SPS,0.0,272235.61871433,0.00,0.00
Beth,BETH,0.0,271491.93250523,0.00,0.00
Moontax,CPAI,0.0,271356.57006126,0.00,0.00
Faith Tribe,FTRB,0.0,271047.58094902,0.00,0.00
Summit,SUMMIT,0.0,270925.65952798,0.00,0.00
TENET,TENET,0.0,270841.55143979,0.00,0.00
PrivateAI,PGPT,0.0,270339.15503274,0.00,0.00
Velar,VELAR,0.0,269778.18994726,0.00,0.00
MicroVisionChain,SPACE,0.0,269214.96587305,0.00,0.00
CHONKY,CHONKY,0.0,268683.840833,0.00,0.00
Monerium EUR emoney,EURe,0.0,268595.54154575,0.00,0.00
Dexalot,ALOT,0.0,268490.43795686,0.00,0.00
Wexo,WEXO,0.0,267454.81124046,0.00,0.00
Vyvo Coin,VSC,0.0,265613.61465478,0.00,0.00
BEFE,SBEFE,0.0,265939.75134642,0.00,0.00
Degods,DEGOD,0.0,266401.34290456,0.00,0.00
ORC,ORC,0.0,265172.23121153,0.00,0.00
Sirius,SIRIUS,0.0,264654.41231416,0.00,0.00
Snake wif Hat,SSSSS,0.0,264763.2249623,0.00,0.00
BabySNEK,BBSNEK,0.0,263735.76099441,0.00,0.00
XOXNO,XOXNO,0.0,264257.10144592,0.00,0.00
DORA AI by Virtuals,DORA,0.0,263464.72002801,0.00,0.00
Teleport System Token,TST,0.0,263059.51676557,0.00,0.00
Grow Token,GROW,0.0,262877.73272479,0.00,0.00
Film.io,FAN,0.0,261420.02607136,0.00,0.00
Sugar,SUGR,0.0,260763.54729164,0.00,0.00
SuiPad,SUIP,0.0,260351.09022429,0.00,0.00
Baby Bitcoin,BBTC,0.0,260394.73003794,0.00,0.00
Best Patent,BPT,0.0,259281.46179792,0.00,0.00
Sender,ASI,0.0,259115.18209461,0.00,0.00
FluidTokens,FLDT,0.0,258475.30093911,0.00,0.00
Massa,MAS,0.0,257752.76894309,0.00,0.00
Head of D.O.G.E,VIVEK,0.0,257321.42261069,0.00,0.00
Taτsu,TATSU,0.0,255934.62374682,0.00,0.00
STAMP,STAMP,0.0,255179.83409004,0.00,0.00
MetaDAO,META,0.0,254335.22545906,0.00,0.00
Vera,VERA,0.0,253894.79155482,0.00,0.00
MeAI,MEAI,0.0,253551.40815632,0.00,0.00
ENO,ENO,0.0,253476.74743191,0.00,0.00
STASH INU,STASH,0.0,252910.66492896,0.00,0.00
Playbux,PBUX,0.0,252471.39060409,0.00,0.00
UniFi Protocol,UP,0.0,251984.60846323,0.00,0.00
Asvoria,ASV,0.0,251866.41922848,0.00,0.00
FIGHT FIGHT FIGHT,$TRUMP,0.0,251593.51687249,0.00,0.00
AvocadoCoin,AVDO,0.0,251357.41628994,0.00,0.00
GGEBI,GGB,0.0,251014.98472016,0.00,0.00
Betfin,BET,0.0,250866.14097252,0.00,0.00
Smell Token,SML,0.0,250471.70539778,0.00,0.00
Music by Virtuals,MUSIC,0.0,250456.95799621,0.00,0.00
Jackal Protocol,JKL,0.0,250208.08273011,0.00,0.00
ecoterra,ECOTERRA,0.0,248790.25818757,0.00,0.00
XRP ARMY,ARMY,0.0,248621.90007749,0.00,0.00
Fi - Ai With Daddy Issues,SHEGEN,0.0,248572.27923825,0.00,0.00
Seiyan Token,SEIYAN,0.0,247271.56277155,0.00,0.00
Wasder,WAS,0.0,246506.48547551,0.00,0.00
D.O.G.E (Solana),D.O.G.E,0.0,247776.57506638,0.00,0.00
00 Token,00,0.0,247687.99820447,0.00,0.00
Abi,ABI,0.0,246913.72393973,0.00,0.00
BRC20.com,.COM,0.0,246498.58563872,0.00,0.00
Camino Network,CAM,0.0,246342.7706834,0.00,0.00
Aegis Ai,AEGIS,0.0,246047.20094815,0.00,0.00
PATCHWORK NAVAL,NAVAL,0.0,245321.76746466,0.00,0.00
Marso.Tech,MARSO,0.0,246790.54267228,0.00,0.00
BABY NEIRO,BABY NEIRO,0.0,244553.45987603,0.00,0.00
Minidoge (mini-doge.com),MINIDOGE,0.0,244165.53957269,0.00,0.00
4-CHAN,4CHAN,0.0,243845.58738547,0.00,0.00
Dither AI,DITH,0.0,243794.00951577,0.00,0.00
VolatilityX,VOLTX,0.0,242722.02381668,0.00,0.00
Medifakt,FAKT,0.0,243705.3817742,0.00,0.00
Lenfi,LENFI,0.0,242071.36093697,0.00,0.00
VLaunch,VPAD,0.0,241889.99485341,0.00,0.00
DOGAI,DOGAI,0.0,241605.10359502,0.00,0.00
SNAKE,SNK,0.0,238400.38672122,0.00,0.00
BBQCOIN,BBQ,0.0,239591.15007186,0.00,0.00
Streamflow,STREAM,0.0,246085.40579275,0.00,0.00
XMoney Solana,XMONEY,0.0,238717.3074673,0.00,0.00
SPX6900 2.0,SPX2.0,0.0,238253.33283387,0.00,0.00
TRUMP,MAGA,0.0,237958.15290864,0.00,0.00
TRAX,TRAX,0.0,237209.30848851,0.00,0.00
Squid Game (CTO),SQUID,0.0,236682.03619857,0.00,0.00
Bretter Brett,BRETT,0.0,236266.47031267,0.00,0.00
Beers,BEER,0.0,235275.20253743,0.00,0.00
MOBCAT,MOB,0.0,234884.81310005,0.00,0.00
Euro Shiba Inu,EShib,0.0,234479.17403058,0.00,0.00
Chumbi Valley,CHMB,0.0,233746.7869372,0.00,0.00
EQIFI,EQX,0.0,233704.2224948,0.00,0.00
CANNFINITY,CFT,0.0,233183.93497733,0.00,0.00
SuperCells,SCT,0.0,233019.22986667,0.00,0.00
Wif - SecondChance,WIF,0.0,234599.80554315,0.00,0.00
Yao Ming,IAOMIN,0.0,232630.99669014,0.00,0.00
717ai by Virtuals,WIRE,0.0,232355.24043121,0.00,0.00
EMAIL Token,EMT,0.0,231677.31441172,0.00,0.00
Morpheus,MOR,0.0,231784.17390786,0.00,0.00
Good Games Guild,GGG,0.0,231900.31372938,0.00,0.00
Crown Token,CROWN,0.0,230252.6213228,0.00,0.00
Divergence,DIVER,0.0,231451.62839769,0.00,0.00
Zenith,ZEN,0.0,231339.39641445,0.00,0.00
RGAMES,RGAME,0.0,231222.76667025,0.00,0.00
Lifinity,LFNTY,0.0,231130.96886705,0.00,0.00
Yes Chad,YES,0.0,229323.22409609,0.00,0.00
Renta Network,RENTA,0.0,229118.60752602,0.00,0.00
Karlsen,KLS,0.0,228935.50903628,0.00,0.00
Carl Johnson,CJ,0.0,227479.90333378,0.00,0.00
MContent,MCONTENT,0.0,226681.92630932,0.00,0.00
GENIUS AI,GNUS,0.0,227108.84935451,0.00,0.00
SpecialMetalX,SMETX,0.0,225823.98533333,0.00,0.00
HIPPOP,HIP,0.0,225717.25535811,0.00,0.00
SAFE(AnWang),SAFE,0.0,225575.85853218,0.00,0.00
PeacePal AI,PEACE,0.0,224296.04655076,0.00,0.00
Fofar (fofar.io),FOFAR,0.0,224084.98046394,0.00,0.00
Ponder,PNDR,0.0,222912.20035922,0.00,0.00
Fautor,FTR,0.0,222650.67934463,0.00,0.00
Web3War,FPS,0.0,220901.51513706,0.00,0.00
Sensus,SENSUS,0.0,221410.52505648,0.00,0.00
Based Turbo,TURBO,0.0,220678.11847046,0.00,0.00
Okayeg,OKAYEG,0.0,220048.28206013,0.00,0.00
tobi,TOBI,0.0,219678.88368937,0.00,0.00
NFT Champions,CHAMP,0.0,219640.19071767,0.00,0.00
Kim Exchange,KIM,0.0,219628.65630327,0.00,0.00
Bird Dog,BIRDDOG,0.0,218446.41459837,0.00,0.00
Maya,MAYA,0.0,217559.18742141,0.00,0.00
aaa cat,AAA,0.0,216953.17885563,0.00,0.00
Peezy (peezy.vip),PEEZY,0.0,216665.24772316,0.00,0.00
IZE,IZE,0.0,216393.52737831,0.00,0.00
Stooges,STOG,0.0,215690.61487241,0.00,0.00
exSat Network,XSAT,0.0,214833.99018816,0.00,0.00
Gram,GRAM,0.0,214545.84610781,0.00,0.00
walter,WALTER,0.0,214288.56344453,0.00,0.00
Vader Protocol,VADER,0.0,213186.86398436,0.00,0.00
Sage Universe,SAGE,0.0,212905.9472587,0.00,0.00
Legend,LEGEND,0.0,212523.34797941,0.00,0.00
Coby,COBY,0.0,212457.39961101,0.00,0.00
MYST,$MYST,0.0,211380.10991907,0.00,0.00
Lemonschain,LCT,0.0,211709.67662387,0.00,0.00
Minto,BTCMT,0.0,210929.0062943,0.00,0.00
Blobana Pet,BLOB,0.0,210611.82110926,0.00,0.00
Boblles,BOBLS,0.0,209256.62741621,0.00,0.00
WINR Protocol,WINR,0.0,208636.21172707,0.00,0.00
Legion Network,LGX,0.0,208535.77564345,0.00,0.00
Satoshi Nakamoto,SATOSHI,0.0,207939.63115375,0.00,0.00
BullDogito,BDOGITO,0.0,207783.45223293,0.00,0.00
FOMO 3D,FOMO3D.FUN,0.0,207568.57624892,0.00,0.00
Thales,THALES,0.0,206013.36686889,0.00,0.00
Capybara Nation,BARA,0.0,205985.70022017,0.00,0.00
Patton,PATTON,0.0,205743.65049114,0.00,0.00
Egg N Partners,EGGT,0.0,205500.27097393,0.00,0.00
PIZA (Ordinals),PIZA,0.0,203461.05637653,0.00,0.00
IVANKA TRUMP,IVANKA,0.0,204669.00938922,0.00,0.00
BOOK OF BILLIONAIRES,BOBE,0.0,204170.24500867,0.00,0.00
BITCOIN FUTURE,BTCF,0.0,203330.88487004,0.00,0.00
Kollectiv,KOL,0.0,203302.27399818,0.00,0.00
RealLink,REAL,0.0,203272.0885196,0.00,0.00
SphereX,HERE,0.0,202965.94366461,0.00,0.00
Iron Fish,IRON,0.0,202754.25031544,0.00,0.00
Fefe,FEFE,0.0,201729.2610755,0.00,0.00
Pepe's Frogbar,FRGB,0.0,202377.76494096,0.00,0.00
BenefitMine,BFM,0.0,201684.46103522,0.00,0.00
MNet,NUUM,0.0,201096.90975498,0.00,0.00
Starbase,STAR,0.0,201888.81088104,0.00,0.00
JFIN Coin,JFIN,0.0,201016.49612431,0.00,0.00
Morty,MORTY,0.0,199552.24922858,0.00,0.00
Thing,THING,0.0,198423.85342053,0.00,0.00
Mohameme Bit Salman,SALMAN,0.0,198358.2985456,0.00,0.00
Solnic,SOLNIC,0.0,198239.00242526,0.00,0.00
Aquarius,AQUA,0.0,198161.70838625,0.00,0.00
Fanton,FTON,0.0,197883.15161962,0.00,0.00
HYTOPIA,TOPIA,0.0,197817.64533837,0.00,0.00
Global Commercial Business,GCB,0.0,197723.09541961,0.00,0.00
AI ROCKET by Virtuals,ROCKET,0.0,197495.77635111,0.00,0.00
Dawg Coin,DAWG,0.0,197328.10565778,0.00,0.00
NEOT,NEOTECH,0.0,197185.23788245,0.00,0.00
MusmeCoin,MSM,0.0,196895.064075,0.00,0.00
UXD Stablecoin,UXD,0.0,196445.35313496,0.00,0.00
Tusima Network,TSM,0.0,196361.53420747,0.00,0.00
STORAGENT,STORAGENT,0.0,199452.76179565,0.00,0.00
DeFi Agents AI,DEFAI,0.0,195563.56263496,0.00,0.00
XPMarket,XPM,0.0,195445.18203352,0.00,0.00
Reality Spiral,RSP,0.0,195313.66210521,0.00,0.00
EXIT Designer Token,EXIT,0.0,194899.1174383,0.00,0.00
Legend of Arcadia,ARCA,0.0,195182.36322463,0.00,0.00
Curly,CURLY,0.0,195325.32204064,0.00,0.00
Open Meta City,OMZ,0.0,194300.57767166,0.00,0.00
Aquarius Loan,ARS,0.0,194244.35441351,0.00,0.00
Cosmic Network,COSMIC,0.0,193120.74053845,0.00,0.00
Lunarlens coin,LUNARLENS,0.0,192489.15631865,0.00,0.00
Source,SOURCE,0.0,190162.11658339,0.00,0.00
earl,EARL,0.0,192091.56073606,0.00,0.00
President Donald J. Trump,PDJT,0.0,191287.56359913,0.00,0.00
infraX,INFRA,0.0,190723.14707576,0.00,0.00
Javsphere,JAV,0.0,191392.45382889,0.00,0.00
Zedxion,USDZ,0.0,190464.73290663,0.00,0.00
Stratis [Old],STRAX,0.0,190275.49484536,0.00,0.00
Agents AI,AGENT,0.0,190008.59715625,0.00,0.00
Realy,REAL,0.0,189967.33022499,0.00,0.00
Falcons,FAH,0.0,189666.81980188,0.00,0.00
LABUBU SOL,LABUBU,0.0,189564.6845471,0.00,0.00
Voltage Finance,VOLT,0.0,189512.39511238,0.00,0.00
Dynamic Crypto Index,DCI,0.0,189483.85632911,0.00,0.00
Morph AI,MORPHAI,0.0,188908.89915931,0.00,0.00
Quasar (quasar.social),QUASAR,0.0,185856.35526046,0.00,0.00
Bullieverse,$BULL,0.0,187964.95480489,0.00,0.00
PEPE (Ordinals),PEPEBRC,0.0,187216.66707221,0.00,0.00
Everclear,NEXT,0.0,187165.22657719,0.00,0.00
Ordify,ORFY,0.0,187265.54864108,0.00,0.00
Pontem Liquidswap,LSD,0.0,186598.79169833,0.00,0.00
Frox,FROX,0.0,185865.78510732,0.00,0.00
spurdo,SPURDO,0.0,185049.40656904,0.00,0.00
Rebel Cars,RC,0.0,184750.61984963,0.00,0.00
PayNet Coin,PAYN,0.0,184499.41085614,0.00,0.00
Digital Swiss Franc,DSFR,0.0,184232.87742256,0.00,0.00
Bitcoin on Base,BTCB,0.0,184091.08752356,0.00,0.00
Solbank,SB,0.0,183716.1136938,0.00,0.00
QAAGAI,QAAGAI,0.0,183687.50334607,0.00,0.00
Tour Billion,TBC,0.0,182365.31750418,0.00,0.00
Crazy Frog,CRAZY,0.0,183380.84686209,0.00,0.00
Future Token,FTR,0.0,183192.58548436,0.00,0.00
Overnight.fi USD+ (Arbitrum),USD+,0.0,183004.44195871,0.00,0.00
Freela,FREL,0.0,182642.72571642,0.00,0.00
Pepe Trump,PTRUMP,0.0,182335.22424442,0.00,0.00
Karate Combat,KARATE,0.0,181881.2531029,0.00,0.00
Virtual Tourist,VT,0.0,181846.21202107,0.00,0.00
GenomesDao,GENOME,0.0,181855.51061803,0.00,0.00
Truebit,TRU,0.0,181566.672815,0.00,0.00
UAHg,UAHG,0.0,181026.00475751,0.00,0.00
Stake DAO CRV,SDCRV,0.0,180973.1331514,0.00,0.00
Lifeform Token,LFT,0.0,179875.11421294,0.00,0.00
Bird Dog,BIRDDOG,0.0,179179.59920364,0.00,0.00
UDAO,UDAO,0.0,178869.81905507,0.00,0.00
Sturdy,STRDY,0.0,178442.87119952,0.00,0.00
Jak,JAK,0.0,178304.2818749,0.00,0.00
El Hippo,HIPP,0.0,178078.77877546,0.00,0.00
DOVU,DOVU,0.0,177946.64176209,0.00,0.00
Pond Coin,PNDC,0.0,177486.58259241,0.00,0.00
Donald Trump,TRUMP2024,0.0,177471.39520476,0.00,0.00
MAGA SHIB,MAGASHIB,0.0,175735.39845656,0.00,0.00
IQ50,IQ50,0.0,176529.29072941,0.00,0.00
BovineVerse Token,BVT,0.0,176082.40980968,0.00,0.00
PELFORT,$PELF,0.0,176269.75481083,0.00,0.00
Carbify,CBY,0.0,174482.47942375,0.00,0.00
chAtoshI,CHATOSHI,0.0,175227.36181623,0.00,0.00
APEcoin.dev,APE,0.0,175151.8083378,0.00,0.00
Avarik Saga,AVRK,0.0,174611.26577034,0.00,0.00
Ents,ENTS,0.0,174383.88261219,0.00,0.00
Kingaru,KRU,0.0,174354.45555807,0.00,0.00
Bitcoiva,BCA,0.0,174203.82536365,0.00,0.00
RNA,RNA,0.0,173413.28811783,0.00,0.00
Vitreus,WVTRS,0.0,173035.45045174,0.00,0.00
Elephant Money (TRUNK),TRUNK,0.0,172783.91669164,0.00,0.00
Omira,OMIRA,0.0,172777.5529916,0.00,0.00
KiteAI,KITEAI,0.0,172587.95733041,0.00,0.00
sudoswap,SUDO,0.0,171048.23494924,0.00,0.00
HMX,HMX,0.0,172389.23523273,0.00,0.00
Fyde,FYDE,0.0,172308.84358452,0.00,0.00
MMX,MMX,0.0,171631.87929669,0.00,0.00
VMS Classic,VMC,0.0,171682.77588538,0.00,0.00
What in Tarnation?,WIT,0.0,171222.34207533,0.00,0.00
Mumu,MUMU,0.0,170893.09253888,0.00,0.00
PUGGY Coin,PUGGY,0.0,170703.08788308,0.00,0.00
Work X,WORK,0.0,170025.50684189,0.00,0.00
Base Terminal,BASEX,0.0,169089.0055577,0.00,0.00
Velvet Unicorn by Virtuals,VU,0.0,168903.87348644,0.00,0.00
AstroNexus,ANEX,0.0,168530.10629346,0.00,0.00
TRUMP AI,TRAIMP,0.0,168430.45867164,0.00,0.00
Chainpal AI,CPAL,0.0,168079.83668409,0.00,0.00
MISHA,MISHA,0.0,170461.86315752,0.00,0.00
Based Blu Alien,BLU,0.0,167623.91448617,0.00,0.00
Algorix,ALOR,0.0,168053.69982361,0.00,0.00
Seraph by Virtuals,SERAPH,0.0,166939.65269998,0.00,0.00
Ness LAB,NESS,0.0,166710.86802875,0.00,0.00
lifedog,LFDOG,0.0,166712.56335565,0.00,0.00
CodeMong Ai,COAI,0.0,166597.54145432,0.00,0.00
Weird Medieval Memes,WMM,0.0,166348.49224212,0.00,0.00
Limitless,LIMITLESS,0.0,166274.32730911,0.00,0.00
Groggo By Matt Furie,GROGGO,0.0,165745.52591854,0.00,0.00
Note,NOTE,0.0,165327.95239761,0.00,0.00
Icy,IC,0.0,165217.50100021,0.00,0.00
Rubix,RBT,0.0,165147.86856508,0.00,0.00
Acet,ACT,0.0,164467.61458348,0.00,0.00
VentureMind AI,VNTR,0.0,163913.39229197,0.00,0.00
Baby Sen by Sentio,BSEN,0.0,163032.40184949,0.00,0.00
LAZYCAT,LAZYCAT,0.0,162923.54078821,0.00,0.00
Quantum,Q,0.0,161818.35228534,0.00,0.00
Clashub,CLASH,0.0,161771.2017641,0.00,0.00
AVAX HAS NO CHILL,NOCHILL,0.0,162559.4936224,0.00,0.00
X,X,0.0,161400.44750545,0.00,0.00
JUSTICE FOR PEANUT,JFP,0.0,161314.39088738,0.00,0.00
Flame Protocol,FLAME,0.0,161130.67339432,0.00,0.00
Greenhouse,GREEN,0.0,161030.4198925,0.00,0.00
LuckysLeprecoin,LUCKYSLP,0.0,160389.22635125,0.00,0.00
A Gently Used 2001 Honda Civic,USEDCAR,0.0,160225.91678884,0.00,0.00
XNET Mobile,XNET,0.0,159951.0889418,0.00,0.00
GM Everyday,GM,0.0,159762.72984256,0.00,0.00
OBI Real Estate,OBICOIN,0.0,159555.37429649,0.00,0.00
Winnie the Poodle,WINNIE,0.0,158798.64372087,0.00,0.00
KabosuCoin (ERC),KABOSU,0.0,158664.12701404,0.00,0.00
Sendor,SENDOR,0.0,157284.17440117,0.00,0.00
Kasper the Ghost of Kaspa,KASPER,0.0,157471.78745213,0.00,0.00
Shibwifhat,SHIB,0.0,157416.91776937,0.00,0.00
PokerFi,POKERFI,0.0,157173.06114732,0.00,0.00
Genesys,GSYS,0.0,157129.70076477,0.00,0.00
Gou,GOU,0.0,157130.85930109,0.00,0.00
NFINITY AI,NFNT,0.0,156494.10087583,0.00,0.00
melo,MELO,0.0,156260.10053218,0.00,0.00
Neo Tokyo,BYTES,0.0,156248.24507887,0.00,0.00
FreeTrump,TRUMP,0.0,156160.26903213,0.00,0.00
MATT,MATT,0.0,156139.55908666,0.00,0.00
AI Nexus,A1X,0.0,155873.04731798,0.00,0.00
SingularityNET,AGIX,0.0,155244.64137036,0.00,0.00
NAYM,NAYM,0.0,154760.96200174,0.00,0.00
Polimec,PLMC,0.0,154511.23240403,0.00,0.00
Zack Morris,ZACK,0.0,155215.25345827,0.00,0.00
H1DR4 by Virtuals,H1DR4,0.0,154422.66115831,0.00,0.00
Viral Inu,VINU,0.0,154324.17181923,0.00,0.00
Argocoin,AGC,0.0,153974.7939474,0.00,0.00
The Arena,ARENA,0.0,153855.6063899,0.00,0.00
MigMig,MIGMIG,0.0,154122.47801116,0.00,0.00
Centcex,CENX,0.0,153262.07496552,0.00,0.00
Sol Bastard,SOBA,0.0,153244.12687861,0.00,0.00
TRALA,TRALA,0.0,152936.06810011,0.00,0.00
SUICY the Seal,SUICY,0.0,152490.68802948,0.00,0.00
Vancelian,AKTIO,0.0,151938.88013987,0.00,0.00
Capverse,CAP,0.0,151708.74818118,0.00,0.00
SETAI Agents,SETAI,0.0,151635.67440168,0.00,0.00
Otto,$OTTO,0.0,151578.68917632,0.00,0.00
Aark,AARK,0.0,151540.72107144,0.00,0.00
Phoenic,PNIC,0.0,151297.3762342,0.00,0.00
Zik coin,ZIK,0.0,151336.00275243,0.00,0.00
X2Y2,X2Y2,0.0,151092.25810743,0.00,0.00
Guanciale by Virtuals,GUAN,0.0,150999.97321095,0.00,0.00
Marvelous NFTs (Bad Days),MNFT,0.0,150321.15360909,0.00,0.00
JD Vance,VANCE,0.0,150138.90184414,0.00,0.00
Infinity Rocket Token,IRT,0.0,150027.06326038,0.00,0.00
WeatherXM,WXM,0.0,149750.34244585,0.00,0.00
BARK,BARK,0.0,149263.64645388,0.00,0.00
Criptodólar,UXD,0.0,148901.38925108,0.00,0.00
UNFK,UNFK,0.0,148269.63878066,0.00,0.00
De:Lithe Last Memories,GEEK,0.0,148238.08015501,0.00,0.00
Hachiko,HACHI,0.0,148071.61646372,0.00,0.00
Gold Fever,NGL,0.0,147825.86430307,0.00,0.00
DedaCoin,DEDA,0.0,146624.94552775,0.00,0.00
OCADA.AI,OCADA,0.0,146346.4811385,0.00,0.00
LESTER by Virtuals,LESTER,0.0,146318.78405147,0.00,0.00
Peanie,PEANIE,0.0,146122.35749973,0.00,0.00
Andy (Base),ANDY,0.0,146120.73496852,0.00,0.00
Nova finance,NOVA,0.0,145624.74277668,0.00,0.00
Aperture Finance,APTR,0.0,145239.82630691,0.00,0.00
CryptoTradingFund,CTF,0.0,145125.2884064,0.00,0.00
LANDWOLF (AVAX),WOLF,0.0,144499.46225397,0.00,0.00
Animal Concerts,ANML,0.0,144640.36956765,0.00,0.00
Shirushi Coin,SISC,0.0,144485.05113896,0.00,0.00
VaporFund,VPR,0.0,144361.79490344,0.00,0.00
Giveth,GIV,0.0,144451.29819609,0.00,0.00
LEONARDO AI,LEONAI,0.0,144250.065516,0.00,0.00
Lily's Coin,LILY,0.0,144224.09084582,0.00,0.00
Syncvault,SVTS,0.0,144018.86490441,0.00,0.00
Based Apu,APU,0.0,143580.88417526,0.00,0.00
enqAI,enqAI,0.0,143461.38663546,0.00,0.00
Ajna Protocol,AJNA,0.0,143387.98921082,0.00,0.00
Minima,MINIMA,0.0,143156.25041863,0.00,0.00
Axioma Token,AXT,0.0,143056.85853812,0.00,0.00
BaseHoundBot by Virtuals,$HOUND,0.0,142838.45810978,0.00,0.00
GM Holding,GM,0.0,142576.12166623,0.00,0.00
SOLCAT,SOLCAT,0.0,142458.32453203,0.00,0.00
Roaring Kitty,ROAR,0.0,142401.79864981,0.00,0.00
SDME,SDME,0.0,141629.05162024,0.00,0.00
Truflation,TRUF,0.0,140933.59676856,0.00,0.00
HODL,HODL,0.0,140900.79199286,0.00,0.00
Pi INU 100x,PINU100X,0.0,140778.94380643,0.00,0.00
My Joi,JOI,0.0,140772.19906182,0.00,0.00
Nigella Coin,NIGELLA,0.0,140776.85130356,0.00,0.00
ADA,ADASOL,0.0,140751.3828631,0.00,0.00
AstroPepeX,APX,0.0,140483.60021425,0.00,0.00
JennyCo,JCO,0.0,140412.24944389,0.00,0.00
TORA NEKO,TORA,0.0,139235.71418096,0.00,0.00
Sophon (Atomicals),SOPHON,0.0,138819.22312434,0.00,0.00
Salt Bae For The People,SBAE,0.0,139369.37278355,0.00,0.00
Kappy,KAPPY,0.0,138490.31600195,0.00,0.00
Neiro Inu,NEIROINU,0.0,138135.72649777,0.00,0.00
Pixie,PIX,0.0,138036.14917964,0.00,0.00
TROPPY,TROPPY,0.0,137064.60619385,0.00,0.00
Agoric,BLD,0.0,137633.38658983,0.00,0.00
BISOSwap,BISO,0.0,137069.03985663,0.00,0.00
Snapmuse.io,SMX,0.0,137056.50933524,0.00,0.00
Good Morning!,GM,0.0,136552.30654896,0.00,0.00
SolForge Fusion,SFG,0.0,136390.02319846,0.00,0.00
Satoxcoin,SATOX,0.0,136259.88377336,0.00,0.00
Store of Value,VAL,0.0,135751.93278428,0.00,0.00
Shork,SHORK,0.0,134983.72139129,0.00,0.00
PepeBull,BEEF,0.0,135226.96438518,0.00,0.00
piin  (Ordinals),PIIN,0.0,135165.25776094,0.00,0.00
Idexo Token,IDO,0.0,134706.48986019,0.00,0.00
Binancedog,BINANCEDOG,0.0,134662.17712464,0.00,0.00
Zuzalu Inu,ZUZALU,0.0,133416.63233407,0.00,0.00
BitDAO,BIT,0.0,133504.11768124,0.00,0.00
Jsetcoin,JSET,0.0,133386.88053295,0.00,0.00
Jaihoz by Virtuals,JAIHOZ,0.0,133134.06048414,0.00,0.00
